模型,检查点,层类型/阶段,算子名称,执行阶段,数据精度,测量类型,算子规模/shape,latency_us,TFLOPS/带宽,sglang入口/调度,底层Kernel/库,后端/实现,测试来源/状态,备注/缺口/发现
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,OVERLAP: 共享专家∥dispatch/combine; q_a∥kv_a norm,both,-,fusion_opportunity,alt_stream overlap,,,deepseek_v2.py / forward_mla.py,alt_stream (stream overlap),-,microbench (kernel-harness),[=重叠非融合] 现状: 是流重叠而非核融合 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV-cache store (MLA),prefill,BF16,recovered,n_loc=16384 row=512+64,51.69,,attn_backend.set_mla_kv_buffer,set_mla_kv_buffer_triton [JIT CUDA (n>=768)],set_mla_kv_buffer_triton [JIT CUDA (n>=768)],microbench (kernel-harness),"每层写KV latent入paged pool; n>=768走JIT CUDA(bulk cp.async), 否则Triton"
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV-cache store (MLA),decode,BF16,recovered,n_loc=16 row=512+64,51.33,,attn_backend.set_mla_kv_buffer,set_mla_kv_buffer_triton [Triton],set_mla_kv_buffer_triton [Triton],microbench (kernel-harness),"每层写KV latent入paged pool; n>=768走JIT CUDA(bulk cp.async), 否则Triton"
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE scale TMA-align,prefill,FP32,recovered,"[16384,56]",100.9,,moe_runner/deep_gemm.py,tma_align_input_scale (Triton),tma_align_input_scale (Triton),microbench (kernel-harness),deepgemm路径每MoE层对齐激活scale为mn-major TMA布局
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE scale TMA-align,decode,FP32,recovered,"[16,56]",52.17,,moe_runner/deep_gemm.py,tma_align_input_scale (Triton),tma_align_input_scale (Triton),microbench (kernel-harness),deepgemm路径每MoE层对齐激活scale为mn-major TMA布局
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler softmax,decode,FP32,recovered,"[16,163840]",154.39,,sampler.py,torch.softmax,torch.softmax,microbench (kernel-harness),"采样前对logits[B,vocab]做softmax; 每step一次"
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler greedy (argmax),decode,FP32,recovered,"[16,163840]",106.89,,sampler.py:128,torch.argmax,torch.argmax,microbench (kernel-harness),greedy采样; 每step一次
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler top_k_top_p,decode,FP32,recovered,"[16,163840] k=50 p=0.9",245.94,,sampler.py:31,flashinfer.top_k_top_p_sampling_from_probs,flashinfer.top_k_top_p_sampling_from_probs,microbench (kernel-harness),"top-k/top-p采样; 每step一次; B=256达907us, 与整层compute同量级"
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler softmax,decode,FP32,recovered,"[256,163840]",269.08,,sampler.py,torch.softmax,torch.softmax,microbench (kernel-harness),"采样前对logits[B,vocab]做softmax; 每step一次"
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler greedy (argmax),decode,FP32,recovered,"[256,163840]",154.94,,sampler.py:128,torch.argmax,torch.argmax,microbench (kernel-harness),greedy采样; 每step一次
Kimi-K2.7,moonshotai/Kimi-K2.7,output,Sampler top_k_top_p,decode,FP32,recovered,"[256,163840] k=50 p=0.9",907.26,,sampler.py:31,flashinfer.top_k_top_p_sampling_from_probs,flashinfer.top_k_top_p_sampling_from_probs,microbench (kernel-harness),"top-k/top-p采样; 每step一次; B=256达907us, 与整层compute同量级"
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,GAP: MoE token permute (ep_scatter/ep_gather),both,FP8/BF16,identified_gap,ep_scatter/ep_gather/deepep_post_reorder/compute_seg_indptr,,,"ep_moe/kernels.py:838,988",ep_scatter/ep_gather/deepep_post_reorder/compute_seg_indptr,识别未测,microbench (kernel-harness),每MoE层为contiguous grouped GEMM排序/回散token; 需DeepEP dispatch上下文喂真实输入才能忠实测
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,GAP: TP/DP/EP 集合通信,both,-,identified_gap,all_reduce(TP) / all_gather+reduce_scatter(DP attn) / all2all(EP),,,distributed layers,all_reduce(TP) / all_gather+reduce_scatter(DP attn) / all2all(EP),识别未测(多卡),microbench (kernel-harness),非单卡单算子; 需多卡拓扑; decode常是显著占比
Kimi-K2.7,moonshotai/Kimi-K2.7,nextn,GAP: MTP/NextN 草稿层,both,混合,identified_gap,额外1层 attention+MoE + embed/head 共享,,,deepseek_nextn.py / kimi_k25_eagle3.py,额外1层 attention+MoE + embed/head 共享,识别未测,microbench (kernel-harness),仅在开启投机解码时生效; 整条额外前向路径
Kimi-K2.7,moonshotai/Kimi-K2.7,output,GAP: 注意力侧 KV FP8量化,decode,BF16->FP8,identified_gap,"scaled_fp8_quant(k,v) trtllm路径",,,"trtllm_mla_backend.py:74,86","scaled_fp8_quant(k,v) trtllm路径",识别未测,microbench (kernel-harness),"trtllm FP8 KV cache时的per-tensor量化; 与act-quant同族, 基本覆盖"
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV-cache FP8 quant,prefill,BF16->FP8,recovered,"[16384,576]",53.81,,trtllm_mla_backend.py:74,scaled_fp8_quant (per-tensor),scaled_fp8_quant (per-tensor),microbench (kernel-harness),trtllm FP8 KV-cache时对k(压缩latent576)做per-tensor量化; 前几轮遗漏
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV-cache FP8 quant,decode,BF16->FP8,recovered,"[16,576]",49.1,,trtllm_mla_backend.py:74,scaled_fp8_quant (per-tensor),scaled_fp8_quant (per-tensor),microbench (kernel-harness),trtllm FP8 KV-cache时对k(压缩latent576)做per-tensor量化; 前几轮遗漏
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE masked 8bit quant (fused silu+quant),decode,BF16->FP8,recovered,"[8,128,2048] masked_m=16",49.4,,moe_runner/deep_gemm.py,sglang_per_token_group_quant_8bit,sglang_per_token_group_quant_8bit,microbench (kernel-harness),MoE decode down输入: silu+8bit量化融合(=silu_and_mul_masked_post_quant); 之前仅并入silu计
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE masked 8bit quant (quant only),decode,BF16->FP8,recovered,"[8,128,2048] masked_m=16",49.99,,fp8_kernel.py:687,sglang_per_token_group_quant_8bit,sglang_per_token_group_quant_8bit,microbench (kernel-harness),同上但不融silu; 量化本体成本
MiniMax-M3,MiniMaxAI/MiniMax-M3,每层主注意力,[op28] Main Q/K/V 投影 (per-head GQA),Prefill+Decode,BF16 (MXFP8检查点为MXFP8),inventory,"q [M,64,128]; kv [M,4,128] → q/k/v [M,64/4,128]",n/a,n/a,python/sglang/srt/layers/linear.py:143 (LinearBase),cuBLAS GEMM,标准 Linear → cuBLAS BF16 GEMM (MXFP8检查点走 deep_gemm/flashinfer MoE backend),"— | NO-OP-KERNEL (M3主QKV走标准Linear,无M3专属kernel)","M3非MLA,per-head GQA(num_q_heads%num_kv_heads==0)"
MiniMax-M3,MiniMaxAI/MiniMax-M3,每层稀疏indexer前,[op29/35] Indexer Q投影 + 融合 Gemma-RMSNorm + 局部RoPE,Prefill+Decode,BF16 (cos|sin cache需FP32),inventory,"q [T,64,128]+k[T,4,128]+idx_q[T,4,128]+idx_k[T,1,128] → 原位norm+rope,同形状",fused 1.64-192.7us (T=1..8192),峰值1372.8 GB/s @T=1024; combined_one_launch比two_launches快2.4x,"python/sglang/jit_kernel/minimax_qknorm_rope.py:51,152; csrc/minimax/fused_gemma_qknorm_rope.cuh","JIT CUDA (load_jit, 不在sgl_kernel wheel)","JIT CUDA fused_gemma_qknorm_rope (单launch, [q|k|idx_q|idx_k]分组)","test/registered/jit/minimax/test_minimax_qknorm_rope.py; test/registered/jit/minimax/test_minimax_m3_cuda_config.py | PASS (79 + 新增M3(64,4,4)grouped 1case)","rotary_dim=64,partial_rotary=0.5; 现有grid未覆盖(64,4,4),已补"
MiniMax-M3,MiniMaxAI/MiniMax-M3,稀疏层KV cache写入,[op30] Indexer K/V cache 融合写入 (store_kv_index),Prefill+Decode,BF16 (uniform dtype),inventory,"k/v [T,4*128]; idx_k [T,128]; idx_v [T,128] → k_cache/v_cache [N,4*128]; idx_k/v_cache [N,128]",fused 1.41-4.89us (T=16..16384),峰值4815.5 GB/s @T=16384; 比separate快~12x,python/sglang/jit_kernel/minimax_store_kv_index.py:31; csrc/minimax/fused_store_kv_index.cuh,JIT CUDA,JIT CUDA store_kv_index (单launch写主K/V+idx K[+idx V]),test/registered/jit/minimax/test_minimax_store_kv_index.py; test_minimax_m3_cuda_config.py | PASS (96 + 新增M3 shape 1case),SGLANG_OPT_USE_MINIMAX_FUSED_KV_INDEX_STORE默认True; 需CUDA+16B对齐
MiniMax-M3,MiniMaxAI/MiniMax-M3,稀疏层prefill score,[op31] Prefill Indexer Score + topk (单launch),Prefill,BF16计算→FP32 score,inventory,"idx_q [total_q,4,128] × idx_k_cache [slots,1,128] → score [4,total_q,num_blocks]; topk_idx [4,total_q,topk]",n/a (无prefill bench脚本),n/a,"python/sglang/srt/layers/attention/minimax_sparse_ops/prefill/flash_with_topk_idx.py:62,417,491","Triton (JIT, on-device)",Triton autotune _flash_attn_fwd_with_block_score_kernel (score max/lse + 内联topk),"test/registered/jit/minimax/test_minimax_m3_cuda_config.py::test_m3_prefill_score_topk (NEW) | PASS (新写, 1case; B=2,L=256,topk=8)",★缺口1: 测试用退化shape(长度1-per-seq)经decode等价做oracle; 真实多token prefill未压; autotune慢
MiniMax-M3,MiniMaxAI/MiniMax-M3,稀疏层decode score,[op32] Decode Indexer Score + topk,Decode,FP32 score,inventory,"score [4,batch,max_seqblock] → topk_idx [4,batch,topk] → topk_idx [4,batch,topk] int32","JIT radix 2.25-7.50us (ctx=4096..524288, b=1..256)","JIT比Triton 2stage快2-30x (ctx=524288,b=256: 7.5us vs 239us)",python/sglang/jit_kernel/minimax_decode_topk.py:43; csrc/minimax/minimax_decode_topk.cuh:270,JIT CUDA radix / Triton 2stage,JIT CUDA minimax_decode_topk (radix单stage); 回落Triton _topk_index_partial+merge (2stage),"test/registered/jit/minimax/test_minimax_decode_topk.py; test_minimax_decode_topk_page_table.py; test_minimax_m3_cuda_config.py | PASS (118 radix + 30 page_table + 新增topk∈{4,8,16,32}×ctx∈{512,2048} 8case)","SGLANG_OPT_USE_MINIMAX_DECODE_TOPK_RADIX默认True+shape门控(topk≤32); 新增topk=4补现有grid{16,32,64}缺口"
MiniMax-M3,MiniMaxAI/MiniMax-M3,稀疏层prefill主attn,"[op33] Prefill 主稀疏注意力 (GQA share, topk block)",Prefill,BF16,inventory,"q [total_q,64,128] × k_cache [slots,4,128] under topk_idx → o [total_q,64,128]",n/a (无prefill bench),n/a,"python/sglang/srt/layers/attention/minimax_sparse_ops/prefill/topk_sparse.py:258; msa.py:92,142",Triton / fmha_sm100 (外部),"Triton _gqa_share_sparse_fwd_kernel; B200生产路径=msa_sparse_prefill_main(fmha_sm100,SM100)","test/registered/jit/minimax/test_minimax_m3_cuda_config.py::test_m3_prefill_main_sparse (NEW, Triton路径) | PASS (Triton路径, 1case; B=2,L=256,topk=8)","★缺口2: B200生产fast path=msa_sparse_prefill_main需fmha_sm100 package,本机未装(msa_available()=False); 测试只覆盖Triton回落"
MiniMax-M3,MiniMaxAI/MiniMax-M3,稀疏层decode主attn,"[op34] Decode 主稀疏注意力 (GQA share, topk block)",Decode,BF16,inventory,"q [batch,64,128] × k_cache [slots,4,128] under topk_idx → o [batch,64,128]",n/a,n/a,"python/sglang/srt/layers/attention/minimax_sparse_ops/decode/topk_sparse.py:299; msa.py:316,362",Triton / fmha_sm100 (外部),"Triton flash_decode_with_gqa_share_sparse; B200生产=msa_sparse_decode_main(fmha_sm100,eager非cuda-graph)","minimax_sparse_ops/tests/test_sparse_gqa.py | PASS (20 case, Triton路径, 77s)",★缺口2同op33: msa decode非cuda-graph safe(msa.py:194-209); fmha_sm100未装故未测生产路径
MiniMax-M3,MiniMaxAI/MiniMax-M3,norm层,"[op36] Gemma-RMSNorm (独立, Triton)",Prefill+Decode,BF16→FP32,inventory,"[*,6144] fp32 → [*,6144]",n/a,n/a,"python/sglang/jit_kernel/minimax_m3/rmsnorm.py:19,96",Triton (ROCm) / sgl_kernel C++ (CUDA),ROCm gfx94x/gfx95x Triton _gemma_rmsnorm_kernel (CUDA走sgl_kernel.gemma_rmsnorm C++),"python/sglang/jit_kernel/tests/test_minimax_m3_rmsnorm.py | SKIP (B200上1 skipped, ROCm gfx95专属)",layernorm.py:88-91用sgl_kernel.gemma_rmsnorm(C++)非此Triton; 两个不同实现
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,MoE层router,[op37] MoE Router + TopK (sigmoid),Prefill+Decode,BF16计算,inventory,"[M,6144]×[6144,128_experts] → logits [M,128]; topk_idx [M,4]; weights",n/a,n/a,python/sglang/srt/layers/moe/topk.py; python/sglang/jit_kernel/dsv3_router_gemm.py:65,cuBLAS/DeepGEMM + sglang topk,标准sglang FusedMoE router; cuBLAS/DeepGEMM _jit_dsv3_router_gemm; topk=sigmoid+routed_scaling_factor折入weights,sgl-kernel/tests/test_moe_topk_sigmoid.py; test/registered/kernels/test_fused_topk_deepseek.py | PASS (774 case),"M3用sigmoid routing,routed_scaling_factor=2.0已折入topk_weights; 复用标准MoE无M3专属kernel"
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,MoE层expert GEMM,[op38] MoE MXFP8 GateUp/Act/Down,Prefill+Decode,MXFP8 (e4m3+E8M0 scales),inventory,"E×[M_e,6144]×[6144,2*3072] MXFP8 e4m3+E8M0 → E×[M_e,3072]→[M_e,6144]",n/a,n/a,python/sglang/srt/layers/moe/moe_runner/triton.py:114-117 (gate); triton_utils/mxfp8_moe_amd_gfx95.py:358 (ROCm实现),ROCm: Triton dot_scaled groupGEMM; B200: deep_gemm mega_moe(未映射),★B200上不走此路径! Triton runner显式raise(不支持NV MXFP8); B200走 --moe-runner-backend deep_gemm(mega_moe)或flashinfer_trtllm/cutlass,python/sglang/jit_kernel/tests/test_minimax_m3_mxfp8.py (ROCm) | SKIP (B200上1 skipped; 此kernel仅ROCm gfx950),"★缺口3(最重要): B200 M3-MXFP8实际MoE走deep_gemm mega_moe(SGLANG_OPT_USE_DEEPGEMM_MEGA_MOE),不在op28-43映射,未测; op38仅ROCm"
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,MoE层激活,[op39] SwiGLU-OAI split,Prefill+Decode,FP32 math,inventory,"[*,2*3072]→[*,3072] → [*,3072]",n/a,n/a,"python/sglang/jit_kernel/minimax_m3/swiglu.py:18,55",Triton (ROCm),Triton _swiglu_oai_kernel (仅ROCm gfx95x),"python/sglang/jit_kernel/tests/test_minimax_m3_mxfp8.py | SKIP (B200, ROCm专属)","OAI式SwiGLU: alpha*x*sigmoid(alpha*x)*(up+beta)+clamp; swiglu_alpha=1.702,limit=7.0"
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,MoE层激活+量化,[op40] SwiGLU-OAI + MXFP8 quant (融合),Prefill+Decode,MXFP8量化,inventory,"[*,2*3072]→[*,3072] fp8_e4m3 + [*,96] E8M0 → 同左",n/a,n/a,"python/sglang/jit_kernel/minimax_m3/swiglu.py:96,159",Triton (ROCm),"Triton _swiglu_oai_mxfp8_quant_kernel (单launch, 仅ROCm)","python/sglang/jit_kernel/tests/test_minimax_m3_mxfp8.py | SKIP (B200, ROCm专属)",SGLANG_MINIMAX_M3_FUSED_SWIGLU_MXFP8=true opt-in; 实验性A/B
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,MoE层combine,[op41] MoE Combine (融合 topk routes),Prefill+Decode,BF16,inventory,"[M,topk=4,6144]→[M,6144] → [M,6144]",n/a,n/a,"python/sglang/srt/layers/moe/moe_runner/triton_utils/mxfp8_moe_amd_gfx95.py:191,220",Triton (ROCm) / torch.sum,Triton _combine_topk_routes_kernel (仅ROCm) 或 .sum(dim=1) 回落,"python/sglang/jit_kernel/tests/test_minimax_m3_mxfp8.py | SKIP (B200, ROCm专属)",SGLANG_MINIMAX_M3_FUSED_MOE_COMBINE默认False; 实验性
MiniMax-M3,MiniMaxAI/MiniMax-M3,KV cache基础设施,"[op42] KV Pool (MiniMaxSparseKVPool, 3子池)",—,BF16,inventory,"3子池: main K/V[slots,4,128]+idx_kv[slots,1,128]+idx_k[slots,1,128] → paged KV存储",n/a,n/a,"python/sglang/srt/mem_cache/memory_pool.py:3538,3593,3606,3621,3743,3788",sglang MHATokenToKVPool (CUDA paged),组合MHATokenToKVPool(main)+index_kv_pool(K+V)+index_k_pool(K-only),test/registered/unit/mem_cache/test_minimax_sparse_pool_host_unit.py; test_minimax_sparse_pool_pd_unit.py | PASS (host 7+1skip+3subtests; pd 2),is_minimax_sparse(config)自动检测(arch=MiniMaxM3SparseFor*+sparse_attention_config)
MiniMax-M3,MiniMaxAI/MiniMax-M3,L1/L2 cache tier,[op43] Hybrid Cache 策略 (HiRadixCache dispatch),—,BF16,inventory,MiniMaxSparseKVPool经_MiniMaxSparseStrategy调度 → L1(host)/L2(nvme+rdma) tier,n/a,n/a,"python/sglang/srt/mem_cache/hybrid_cache/hybrid_pool_assembler.py:969,1219; hiradix_cache.py:145",sglang HiRadixCache + hicache,build_minimax_sparse_hicache_stack; attach到HiRadixCache,"test/registered/unit/mem_cache/test_unified_radix_hicache_dispatch.py | NOT-RUN (端到端集成测试,超出算子级范围)",无PP支持; L2仅支持K-only sparse层
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),reference,"[16384,6144]x[6144,9216] aligned(6144,9216)",1517.87,1222.39,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,O_proj (fp8),prefill,FP8(MXFP8代理),reference,"[16384,8192]x[8192,6144] aligned(8192,6144)",1334.61,1235.77,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,reference,"[16384,6144]x[6144,128]",82.27,313.23,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),prefill,BF16,reference,"[16384,128] top4",257.12,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),prefill,BF16,reference,"[16384,6144]->[16384,3072]",162.03,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),prefill,BF16,reference,"[16384,4,6144]->[16384,6144]",1153.09,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,prefill,BF16,reference,"[16384,6144]",159.26,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,prefill,FP8(MXFP8代理),reference,"[16384,6144] group=128",150.68,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),decode,FP8(MXFP8代理),reference,"[16,6144]x[6144,9216] aligned(6144,9216)",55.82,32.46,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,O_proj (fp8),decode,FP8(MXFP8代理),reference,"[16,8192]x[8192,6144] aligned(8192,6144)",57.01,28.25,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Router (cuBLAS),prefill,BF16,reference,"[16,6144]x[6144,128]",52.42,0.48,kernel-harness microbench,F.linear / torch.mm (cuBLAS bf16),F.linear / torch.mm (cuBLAS bf16),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Gate (sigmoid+top4),decode,BF16,reference,"[16,128] top4",59.64,,kernel-harness microbench,sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),sigmoid+topk (torch; moe_fused_gate caps 32 exp/grp),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,SwiGLU act (silu proxy),decode,BF16,reference,"[16,6144]->[16,3072]",49.71,,kernel-harness microbench,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Combine (moe_sum),decode,BF16,reference,"[16,4,6144]->[16,6144]",51.24,,kernel-harness microbench,sgl_kernel.moe_sum,sgl_kernel.moe_sum,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,norm,Gemma-RMSNorm,decode,BF16,reference,"[16,6144]",49.76,,kernel-harness microbench,sgl_kernel.gemma_rmsnorm,sgl_kernel.gemma_rmsnorm,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,quant,Act FP8 quant,decode,FP8(MXFP8代理),reference,"[16,6144] group=128",48.69,,kernel-harness microbench,sglang_per_token_group_quant_fp8 (UE8M0),sglang_per_token_group_quant_fp8 (UE8M0),"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp grouped,prefill,FP8(MXFP8代理),reference,"128x[512,6144]x[6144,6144]",5413.76,913.93,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Down grouped,prefill,FP8(MXFP8代理),reference,"128x[512,3072]x[3072,6144]",2701.96,915.6,kernel-harness microbench,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,deep_gemm.m_grouped_fp8_gemm_nt_contiguous,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE GateUp masked,decode,FP8(MXFP8代理),reference,"16x[16,6144]x[6144,6144] (masked, padded M=128)",263.49,73.35,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,moe,MoE Down masked,decode,FP8(MXFP8代理),reference,"16x[16,3072]x[3072,6144] (masked, padded M=128)",159.08,60.75,kernel-harness microbench,deep_gemm.fp8_m_grouped_gemm_nt_masked,deep_gemm.fp8_m_grouped_gemm_nt_masked,"microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,GQA attention (dense),prefill,BF16,reference,"q[4096,64,128] kv[4096,4,128]",2056.88,133.64,kernel-harness microbench,"flashinfer single_prefill (GQA 64/4, causal)","flashinfer single_prefill (GQA 64/4, causal)","microbench (本session, M3 shapes)",M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
MiniMax-M3,MiniMaxAI/MiniMax-M3-MXFP8,attention,Main QKV proj (fp8),prefill,FP8(MXFP8代理),sweep,"[512,6144]x[6144,9216] aligned(6144,9216)",71.36,812.5,kernel-harness microbench,deep_gemm w8a8_block_fp8 (blackwell path),deep_gemm w8a8_block_fp8 (blackwell path),"microbench (本session, M3 shapes)",[prefill_M=512] M3代理基准: FP8=block-fp8代理MXFP8; SwiGLU=silu代理OAI; attention=dense代理sparse; M3专属核在amd_add_m3 worktree
